cod_usuario,data_cadastro,faixa_etaria,cidade,estado
356334,10/03/2021,Mais de 70 anos,Arinos,Minas Gerais
356512,14/11/2019,Entre 37 a 49 anos,Bom Jardim,Rio de Janeiro
357117,07/07/2020,Entre 37 a 49 anos,Ibipitanga,Bahia
357628,24/07/2019,Entre 28 a 36 anos,Pauini,Amazonas
358815,31/05/2021,Mais de 70 anos,Entre Rios,Santa Catarina
360704,17/07/2021,Entre 22 a 27 anos,Acaraú,Ceará
361221,09/05/2020,Entre 28 a 36 anos,Uiramutã,Roraima
361927,26/09/2020,Entre 37 a 49 anos,Betânia,Pernambuco
362226,01/07/2020,Entre 10 a 15 anos,Rio Branco do Ivaí,Paraná
362827,24/03/2019,Entre 62 a 70 anos,Nerópolis,Goiás
362972,21/05/2020,Entre 16 a 21 anos,Afonso Bezerra,Rio Grande do Norte
363061,29/04/2020,Mais de 70 anos,Cristais,Minas Gerais
363158,25/05/2019,Entre 16 a 21 anos,Caraguatatuba,São Paulo
364242,18/07/2020,Entre 37 a 49 anos,Altaneira,Ceará
364443,27/09/2020,Entre 50 a 61 anos,Autazes,Amazonas
364464,28/04/2021,Entre 62 a 70 anos,Resende Costa,Minas Gerais
364754,10/07/2021,Entre 16 a 21 anos,Igarapava,São Paulo
366431,24/09/2020,Mais de 70 anos,Itapetinga,Bahia
366659,11/03/2019,Entre 62 a 70 anos,São Paulo das Missões,Rio Grande do Sul
367128,09/11/2020,Entre 16 a 21 anos,Rurópolis,Pará
367211,20/06/2020,Entre 10 a 15 anos,Pereira Barreto,São Paulo
367277,08/03/2019,Mais de 70 anos,Orobó,Pernambuco
367518,09/02/2020,Entre 28 a 36 anos,Bebedouro,São Paulo
367561,24/05/2020,Mais de 70 anos,Cerro Largo,Rio Grande do Sul
368850,24/05/2019,Entre 62 a 70 anos,Sigefredo Pacheco,Piauí
369125,16/04/2020,Entre 16 a 21 anos,Montenegro,Rio Grande do Sul
370140,31/12/2019,Entre 37 a 49 anos,Ipanema,Minas Gerais
370251,13/07/2020,Entre 16 a 21 anos,Wenceslau Braz,Minas Gerais
370366,20/07/2021,Mais de 70 anos,Itagibá,Bahia
370822,07/03/2021,Entre 22 a 27 anos,Lucélia,São Paulo
370987,14/04/2020,Entre 22 a 27 anos,Santa Tereza,Rio Grande do Sul
371041,17/02/2020,Entre 28 a 36 anos,Campo Bonito,Paraná
371123,28/03/2019,Entre 16 a 21 anos,Barão do Triunfo,Rio Grande do Sul
371182,29/10/2019,Entre 37 a 49 anos,Japaraíba,Minas Gerais
371748,21/07/2019,Entre 62 a 70 anos,Formoso do Araguaia,Tocantins
371765,11/03/2020,Entre 62 a 70 anos,Carinhanha,Bahia
372015,03/03/2019,Entre 16 a 21 anos,Dom Basílio,Bahia
372149,06/07/2019,Entre 16 a 21 anos,Arroio do Padre,Rio Grande do Sul
373264,13/07/2019,Entre 62 a 70 anos,Campos Novos Paulista,São Paulo
373280,14/09/2020,Entre 50 a 61 anos,Porto Seguro,Bahia
373960,12/05/2021,Entre 28 a 36 anos,São Paulo de Olivença,Amazonas
374028,08/05/2021,Mais de 70 anos,Pilar de Goiás,Goiás
374182,12/03/2019,Mais de 70 anos,Coqueiro Baixo,Rio Grande do Sul
374741,13/10/2019,Entre 28 a 36 anos,Pindoba,Alagoas
375013,12/11/2020,Entre 16 a 21 anos,Lagoa dos Três Cantos,Rio Grande do Sul
375113,05/03/2020,Mais de 70 anos,Nova Laranjeiras,Paraná
375516,01/02/2019,Entre 50 a 61 anos,Guarapari,Espírito Santo
375527,21/05/2021,Entre 62 a 70 anos,São Roque,São Paulo
375803,14/04/2020,Entre 10 a 15 anos,Lagoa da Canoa,Alagoas
376273,26/11/2020,Entre 22 a 27 anos,Feira Nova do Maranhão,Maranhão
376632,04/01/2019,Entre 16 a 21 anos,Cotegipe,Bahia
376757,24/06/2021,Entre 50 a 61 anos,Baixo Guandu,Espírito Santo
377423,08/08/2019,Entre 62 a 70 anos,Santo Antônio do Leverger,Mato Grosso
378038,25/10/2020,Entre 37 a 49 anos,Santanópolis,Bahia
378530,20/01/2021,Entre 62 a 70 anos,Arabutã,Santa Catarina
378612,03/04/2020,Mais de 70 anos,Davinópolis,Maranhão
378629,13/06/2019,Entre 37 a 49 anos,Aguiar,Paraíba
379254,08/03/2021,Entre 50 a 61 anos,Pombal,Paraíba
379919,29/03/2021,Mais de 70 anos,São Bento do Sapucaí,São Paulo
380068,24/05/2020,Mais de 70 anos,Pindoba,Alagoas
380374,30/04/2021,Entre 37 a 49 anos,Santa Rita de Cássia,Bahia
381041,28/05/2020,Entre 37 a 49 anos,Capela do Alto,São Paulo
381435,24/03/2020,Mais de 70 anos,Inhaúma,Minas Gerais
381548,25/01/2021,Entre 28 a 36 anos,Getulina,São Paulo
382362,06/08/2019,Entre 28 a 36 anos,Davinópolis,Maranhão
382413,01/04/2020,Entre 50 a 61 anos,Miguel Calmon,Bahia
382647,31/01/2019,Entre 28 a 36 anos,Feira Nova,Sergipe
382869,26/03/2019,Entre 22 a 27 anos,Encantado,Rio Grande do Sul
382878,15/06/2019,Entre 28 a 36 anos,Ijuí,Rio Grande do Sul
382927,24/06/2019,Entre 50 a 61 anos,Tomazina,Paraná
384146,21/05/2021,Entre 62 a 70 anos,Chácara,Minas Gerais
384582,23/02/2020,Entre 37 a 49 anos,Orós,Ceará
384669,12/10/2019,Entre 28 a 36 anos,Turvolândia,Minas Gerais
385304,05/09/2020,Entre 37 a 49 anos,Santa Adélia,São Paulo
385962,18/09/2019,Entre 22 a 27 anos,Bela Vista,Mato Grosso do Sul
386304,19/03/2019,Entre 10 a 15 anos,São João da Ponte,Minas Gerais
386408,23/07/2021,Entre 22 a 27 anos,Lauro de Freitas,Bahia
386521,27/04/2021,Entre 10 a 15 anos,São Domingos,Bahia
387113,05/03/2020,Entre 10 a 15 anos,Santa Bárbara,Bahia
387726,11/01/2019,Entre 22 a 27 anos,Cerro Grande do Sul,Rio Grande do Sul
387829,12/02/2020,Entre 50 a 61 anos,Carmópolis de Minas,Minas Gerais
387842,20/07/2020,Entre 37 a 49 anos,Aparecida do Taboado,Mato Grosso do Sul
388276,21/06/2019,Entre 37 a 49 anos,Amaporã,Paraná
388379,27/11/2019,Entre 50 a 61 anos,Fernando de Noronha,Pernambuco
388662,01/09/2019,Entre 16 a 21 anos,Muriaé,Minas Gerais
388717,25/08/2019,Entre 50 a 61 anos,Novo Machado,Rio Grande do Sul
389168,26/06/2020,Entre 50 a 61 anos,Alta Floresta D'Oeste,Rondônia
389472,11/06/2021,Entre 16 a 21 anos,Chaval,Ceará
389853,10/01/2020,Mais de 70 anos,São José do Jacuri,Minas Gerais
389871,19/10/2020,Entre 28 a 36 anos,Maragogi,Alagoas
389956,12/06/2019,Mais de 70 anos,Tijucas do Sul,Paraná
390274,07/04/2020,Entre 22 a 27 anos,Ourém,Pará
390685,20/08/2020,Entre 28 a 36 anos,Placas,Pará
391015,22/10/2020,Entre 37 a 49 anos,Caratinga,Minas Gerais
391212,06/06/2021,Entre 50 a 61 anos,Cerro Negro,Santa Catarina
391338,23/05/2020,Entre 37 a 49 anos,Mogeiro,Paraíba
391432,23/01/2021,Entre 22 a 27 anos,Paulo Bento,Rio Grande do Sul
391502,12/12/2019,Entre 62 a 70 anos,Fátima,Bahia
392163,07/07/2020,Mais de 70 anos,Sertãozinho,São Paulo
393358,06/12/2019,Entre 50 a 61 anos,Barcarena,Pará
393375,12/12/2020,Entre 62 a 70 anos,Guaíra,Paraná
393489,11/07/2021,Entre 16 a 21 anos,Coqueiral,Minas Gerais
393783,20/02/2020,Entre 50 a 61 anos,Carneiros,Alagoas
394139,27/01/2021,Entre 37 a 49 anos,Natividade da Serra,São Paulo
394278,30/05/2020,Entre 16 a 21 anos,Mairiporã,São Paulo
394308,09/01/2021,Entre 50 a 61 anos,Afonso Bezerra,Rio Grande do Norte
394763,17/06/2020,Entre 62 a 70 anos,Maranguape,Ceará
395378,13/04/2020,Entre 37 a 49 anos,Novo Progresso,Pará
396459,12/04/2021,Entre 16 a 21 anos,Pau D'Arco,Pará
396557,19/05/2021,Entre 22 a 27 anos,Cariri do Tocantins,Tocantins
396570,21/08/2019,Entre 28 a 36 anos,Maravilhas,Minas Gerais
397006,21/05/2020,Entre 28 a 36 anos,Moreno,Pernambuco
397046,12/07/2021,Entre 10 a 15 anos,Miguel Calmon,Bahia
397066,24/12/2020,Mais de 70 anos,Vista Gaúcha,Rio Grande do Sul
397195,26/06/2020,Entre 62 a 70 anos,Palestina de Goiás,Goiás
397279,30/10/2020,Mais de 70 anos,Cubati,Paraíba
397369,12/10/2020,Entre 10 a 15 anos,Curuçá,Pará
397407,21/07/2020,Entre 28 a 36 anos,Praia Grande,Santa Catarina
397434,28/08/2019,Entre 16 a 21 anos,Pires do Rio,Goiás
397569,10/05/2020,Entre 28 a 36 anos,Careiro da Várzea,Amazonas
398615,04/09/2020,Mais de 70 anos,Morro Reuter,Rio Grande do Sul
398777,30/08/2020,Entre 16 a 21 anos,Natividade da Serra,São Paulo
398892,16/02/2021,Entre 50 a 61 anos,Santa Cruz do Escalvado,Minas Gerais
399692,20/06/2019,Entre 10 a 15 anos,Getulina,São Paulo
400211,25/08/2020,Entre 62 a 70 anos,Valença do Piauí,Piauí
400458,04/09/2019,Entre 28 a 36 anos,Trombas,Goiás
400648,03/08/2020,Entre 37 a 49 anos,São Sebastião do Rio Preto,Minas Gerais
400752,01/05/2019,Entre 37 a 49 anos,Nova Ibiá,Bahia
401055,06/09/2020,Entre 16 a 21 anos,Anápolis,Goiás
401388,11/11/2020,Entre 22 a 27 anos,Itajobi,São Paulo
401761,12/12/2020,Entre 16 a 21 anos,Serrinha,Bahia
402652,17/04/2019,Mais de 70 anos,Santana do Cariri,Ceará
402895,07/05/2019,Entre 50 a 61 anos,Salvaterra,Pará
403101,25/02/2019,Entre 22 a 27 anos,Pancas,Espírito Santo
403238,21/10/2019,Entre 37 a 49 anos,Ipixuna do Pará,Pará
403483,16/07/2020,Entre 22 a 27 anos,Natividade da Serra,São Paulo
403530,21/01/2019,Entre 62 a 70 anos,Nova Europa,São Paulo
403559,10/02/2021,Entre 37 a 49 anos,Guaíra,São Paulo
403700,06/06/2021,Entre 10 a 15 anos,Pirajuí,São Paulo
403816,21/10/2020,Mais de 70 anos,Itaipulândia,Paraná
404005,08/01/2020,Entre 50 a 61 anos,Santa Luzia,Bahia
404127,26/03/2021,Entre 10 a 15 anos,Mantenópolis,Espírito Santo
404938,11/03/2021,Entre 22 a 27 anos,Esperantinópolis,Maranhão
405010,30/01/2019,Entre 62 a 70 anos,Luís Antônio,São Paulo
405371,15/06/2019,Entre 62 a 70 anos,Pranchita,Paraná
406008,23/02/2021,Entre 37 a 49 anos,Indiavaí,Mato Grosso
406231,23/01/2019,Entre 50 a 61 anos,Poá,São Paulo
406323,22/04/2020,Entre 28 a 36 anos,Aracati,Ceará
406417,10/07/2019,Entre 50 a 61 anos,Córrego do Ouro,Goiás
406684,13/07/2021,Entre 28 a 36 anos,Nova Roma do Sul,Rio Grande do Sul
407058,20/03/2019,Entre 28 a 36 anos,Uruçuca,Bahia
407236,10/10/2019,Entre 37 a 49 anos,Paripueira,Alagoas
408451,08/07/2021,Entre 16 a 21 anos,Bonito,Pernambuco
408872,01/01/2020,Entre 37 a 49 anos,Prudentópolis,Paraná
408985,06/05/2020,Entre 22 a 27 anos,Tapiratiba,São Paulo
409088,25/03/2021,Entre 37 a 49 anos,Imbé,Rio Grande do Sul
409378,23/04/2021,Entre 10 a 15 anos,Tarrafas,Ceará
409583,01/04/2020,Entre 28 a 36 anos,Santo André,Paraíba
409904,18/07/2020,Entre 28 a 36 anos,Maragogi,Alagoas
409916,04/12/2020,Entre 62 a 70 anos,São João do Cariri,Paraíba
411244,06/01/2021,Entre 62 a 70 anos,Remanso,Bahia
411745,16/02/2020,Mais de 70 anos,Lagoa dos Gatos,Pernambuco
411870,10/05/2019,Entre 28 a 36 anos,Novo Jardim,Tocantins
413261,06/06/2019,Entre 10 a 15 anos,Bodoquena,Mato Grosso do Sul
413276,23/09/2019,Entre 16 a 21 anos,Riachão das Neves,Bahia
414534,10/07/2020,Entre 50 a 61 anos,Paraguaçu,Minas Gerais
414655,26/02/2021,Entre 50 a 61 anos,Quinta do Sol,Paraná
414980,24/04/2021,Mais de 70 anos,Roca Sales,Rio Grande do Sul
415404,04/03/2021,Mais de 70 anos,Sebastião Barros,Piauí
415583,20/06/2021,Entre 62 a 70 anos,Telha,Sergipe
417190,23/01/2021,Entre 62 a 70 anos,Serra Azul,São Paulo
417374,16/01/2020,Entre 37 a 49 anos,Nova Bréscia,Rio Grande do Sul
417490,06/08/2019,Entre 10 a 15 anos,Gramado dos Loureiros,Rio Grande do Sul
417698,13/02/2021,Entre 10 a 15 anos,Ferros,Minas Gerais
417968,15/06/2021,Entre 62 a 70 anos,Dianópolis,Tocantins
418013,11/02/2021,Mais de 70 anos,Barcelos,Amazonas
418026,01/01/2020,Mais de 70 anos,Barcarena,Pará
418183,05/11/2019,Entre 28 a 36 anos,Tombos,Minas Gerais
418317,21/06/2019,Entre 50 a 61 anos,Potim,São Paulo
418382,03/03/2020,Entre 37 a 49 anos,Ibiá,Minas Gerais
419148,09/01/2021,Mais de 70 anos,Amapá do Maranhão,Maranhão
419622,26/02/2019,Entre 37 a 49 anos,São João da Urtiga,Rio Grande do Sul
419806,05/05/2021,Mais de 70 anos,Potirendaba,São Paulo
419821,27/02/2020,Entre 28 a 36 anos,Aiquara,Bahia
420722,21/07/2019,Entre 22 a 27 anos,Campo Azul,Minas Gerais
420905,19/01/2020,Entre 16 a 21 anos,Rio Negro,Mato Grosso do Sul
421327,17/10/2019,Mais de 70 anos,Monte Mor,São Paulo
422001,25/06/2021,Entre 37 a 49 anos,Papagaios,Minas Gerais
422515,31/08/2019,Entre 62 a 70 anos,Igrejinha,Rio Grande do Sul
423109,02/02/2021,Mais de 70 anos,Santa Luzia do Paruá,Maranhão
423988,30/05/2021,Mais de 70 anos,Caroebe,Roraima
424370,05/08/2019,Entre 62 a 70 anos,Paraguaçu Paulista,São Paulo
425117,11/08/2020,Entre 16 a 21 anos,Água Boa,Mato Grosso
425817,24/08/2020,Entre 50 a 61 anos,Coronel Bicaco,Rio Grande do Sul
425869,11/05/2019,Entre 10 a 15 anos,Votorantim,São Paulo
425903,24/04/2020,Entre 62 a 70 anos,Santo André,Paraíba
426781,02/05/2021,Entre 10 a 15 anos,Tobias Barreto,Sergipe
426965,03/03/2020,Entre 22 a 27 anos,Itaporã do Tocantins,Tocantins
427007,23/11/2020,Entre 62 a 70 anos,Artur Nogueira,São Paulo
427346,10/01/2021,Entre 16 a 21 anos,Bom Jesus do Tocantins,Tocantins
427724,04/10/2019,Entre 10 a 15 anos,Protásio Alves,Rio Grande do Sul
428037,29/09/2019,Entre 62 a 70 anos,Coxim,Mato Grosso do Sul
428257,13/10/2019,Entre 28 a 36 anos,Caicó,Rio Grande do Norte
428764,27/03/2020,Entre 10 a 15 anos,Mossâmedes,Goiás
429172,08/07/2019,Entre 50 a 61 anos,Vitória de Santo Antão,Pernambuco
429419,28/06/2020,Entre 28 a 36 anos,Toledo,Paraná
429602,29/04/2021,Entre 62 a 70 anos,Cordeiro,Rio de Janeiro
429738,25/01/2019,Entre 28 a 36 anos,Mauá,São Paulo
430223,11/07/2021,Mais de 70 anos,Marilândia,Espírito Santo
430621,26/09/2019,Entre 50 a 61 anos,Taperoá,Bahia
430626,02/01/2019,Entre 62 a 70 anos,Concórdia do Pará,Pará
430670,14/11/2019,Entre 22 a 27 anos,Horizontina,Rio Grande do Sul
431140,18/07/2020,Entre 62 a 70 anos,Pinheiro Machado,Rio Grande do Sul
431280,01/02/2019,Entre 22 a 27 anos,Liberdade,Minas Gerais
431389,21/02/2019,Entre 22 a 27 anos,Alto Piquiri,Paraná
431966,19/07/2021,Entre 28 a 36 anos,Ouro Verde,Santa Catarina
432432,19/04/2020,Entre 22 a 27 anos,Seara,Santa Catarina
432520,15/02/2021,Entre 22 a 27 anos,Seabra,Bahia
432712,11/11/2020,Entre 16 a 21 anos,Marabá Paulista,São Paulo
432824,01/10/2019,Entre 16 a 21 anos,Uruana de Minas,Minas Gerais
433384,02/05/2020,Entre 28 a 36 anos,Rio Bananal,Espírito Santo
433536,05/11/2019,Entre 22 a 27 anos,Itaú de Minas,Minas Gerais
434283,05/03/2021,Entre 22 a 27 anos,São Bento,Paraíba
434299,28/11/2019,Entre 37 a 49 anos,São Luís do Quitunde,Alagoas
434873,03/12/2020,Entre 50 a 61 anos,Nova Guataporanga,São Paulo
435063,05/03/2020,Mais de 70 anos,São Fernando,Rio Grande do Norte
435593,30/05/2020,Entre 22 a 27 anos,Ubarana,São Paulo
435885,22/06/2020,Entre 50 a 61 anos,Água Branca,Paraíba
435956,31/12/2019,Entre 22 a 27 anos,Ritápolis,Minas Gerais
435991,14/06/2020,Entre 16 a 21 anos,Cachoeirinha,Tocantins
436282,20/09/2019,Entre 50 a 61 anos,Nantes,São Paulo
438146,04/02/2020,Entre 62 a 70 anos,São Geraldo,Minas Gerais
438621,28/10/2019,Entre 37 a 49 anos,São Francisco,Sergipe
439201,08/05/2019,Entre 37 a 49 anos,São Carlos do Ivaí,Paraná
439786,30/07/2020,Entre 37 a 49 anos,Bonfinópolis,Goiás
440199,13/12/2020,Entre 37 a 49 anos,Malacacheta,Minas Gerais
440260,20/01/2021,Entre 22 a 27 anos,Penalva,Maranhão
440665,30/03/2021,Mais de 70 anos,Boquim,Sergipe
441142,30/10/2019,Entre 10 a 15 anos,Jaguaretama,Ceará
441269,04/10/2020,Entre 16 a 21 anos,Aquidabã,Sergipe
441746,29/02/2020,Entre 50 a 61 anos,Lauro de Freitas,Bahia
441869,01/10/2020,Entre 16 a 21 anos,Petrolândia,Santa Catarina
442410,12/01/2021,Entre 62 a 70 anos,João Pinheiro,Minas Gerais
442452,13/12/2019,Entre 62 a 70 anos,São João do Sabugi,Rio Grande do Norte
442711,05/01/2021,Entre 10 a 15 anos,Guaçuí,Espírito Santo
443386,30/06/2021,Entre 28 a 36 anos,Cajazeiras,Paraíba
443393,21/04/2019,Entre 37 a 49 anos,Jeceaba,Minas Gerais
443542,07/03/2020,Entre 16 a 21 anos,Selbach,Rio Grande do Sul
443624,05/10/2020,Entre 10 a 15 anos,Messias,Alagoas
444158,27/05/2019,Mais de 70 anos,Conceição da Feira,Bahia
444408,25/01/2020,Entre 10 a 15 anos,Araripe,Ceará
444413,27/10/2020,Entre 28 a 36 anos,Novo Horizonte do Oeste,Rondônia
444605,22/06/2020,Entre 16 a 21 anos,Nova Olinda,Tocantins
444788,04/02/2021,Entre 10 a 15 anos,Tremedal,Bahia
444931,27/01/2021,Entre 28 a 36 anos,Senador Canedo,Goiás
446281,01/02/2021,Entre 37 a 49 anos,Cachoeira do Arari,Pará
446939,21/06/2020,Entre 16 a 21 anos,Bela Cruz,Ceará
447122,11/09/2020,Mais de 70 anos,Juvenília,Minas Gerais
447165,30/03/2021,Entre 62 a 70 anos,Quirinópolis,Goiás
447502,11/02/2020,Entre 16 a 21 anos,Trabiju,São Paulo
447675,12/11/2019,Entre 28 a 36 anos,Paraguaçu,Minas Gerais
447866,16/10/2020,Entre 50 a 61 anos,Brejo de Areia,Maranhão
448293,22/10/2019,Entre 62 a 70 anos,Coluna,Minas Gerais
448929,08/02/2019,Entre 37 a 49 anos,Brejo de Areia,Maranhão
449805,25/05/2021,Entre 37 a 49 anos,Caçador,Santa Catarina
449863,22/02/2019,Entre 37 a 49 anos,Porciúncula,Rio de Janeiro
450051,16/05/2019,Entre 62 a 70 anos,Itiquira,Mato Grosso
450920,09/03/2020,Mais de 70 anos,Conchas,São Paulo
451101,24/06/2020,Entre 28 a 36 anos,Bom Princípio,Rio Grande do Sul
451575,31/10/2020,Entre 62 a 70 anos,Linha Nova,Rio Grande do Sul
452420,01/07/2021,Entre 10 a 15 anos,Águas de Chapecó,Santa Catarina
452655,02/04/2021,Entre 62 a 70 anos,Palmeiras de Goiás,Goiás
453608,05/03/2019,Mais de 70 anos,Itaituba,Pará
453630,23/06/2019,Entre 62 a 70 anos,Nortelândia,Mato Grosso
453743,04/03/2019,Entre 16 a 21 anos,Arapuá,Minas Gerais
454184,04/05/2020,Entre 50 a 61 anos,Tamboara,Paraná
454281,09/04/2020,Entre 16 a 21 anos,Mirandiba,Pernambuco
454762,06/05/2021,Entre 16 a 21 anos,Ibirataia,Bahia
454852,05/07/2019,Entre 62 a 70 anos,Forquilha,Ceará
455272,06/10/2019,Entre 62 a 70 anos,Macaíba,Rio Grande do Norte
456143,20/02/2021,Entre 37 a 49 anos,Rio Acima,Minas Gerais
456556,01/04/2021,Entre 16 a 21 anos,Trindade,Goiás
459467,02/05/2021,Entre 37 a 49 anos,Manoel Vitorino,Bahia
459507,18/06/2019,Entre 22 a 27 anos,Rio Brilhante,Mato Grosso do Sul
459739,12/02/2021,Entre 50 a 61 anos,Guaraciaba,Santa Catarina
459758,31/05/2020,Entre 37 a 49 anos,Caiçara do Rio do Vento,Rio Grande do Norte
460355,08/06/2020,Entre 10 a 15 anos,Tanguá,Rio de Janeiro
460404,28/12/2019,Entre 16 a 21 anos,Colinas,Maranhão
460449,18/12/2019,Entre 50 a 61 anos,Chapada Gaúcha,Minas Gerais
460686,27/10/2019,Entre 16 a 21 anos,Presidente Kennedy,Tocantins
460779,26/01/2019,Entre 62 a 70 anos,Águas de São Pedro,São Paulo
461132,28/11/2020,Entre 28 a 36 anos,Candeias,Bahia
461197,30/01/2020,Entre 62 a 70 anos,Catolé do Rocha,Paraíba
461482,07/07/2019,Entre 62 a 70 anos,Cachoeira de Minas,Minas Gerais
461662,23/02/2019,Entre 22 a 27 anos,Tracunhaém,Pernambuco
461687,02/04/2020,Entre 37 a 49 anos,Conde,Paraíba
461834,27/07/2021,Entre 62 a 70 anos,Fortim,Ceará
461888,01/12/2019,Entre 22 a 27 anos,Juazeirinho,Paraíba
462017,30/08/2019,Entre 16 a 21 anos,Sapucaia,Pará
462289,28/11/2019,Entre 62 a 70 anos,Cedro de São João,Sergipe
462293,26/09/2019,Mais de 70 anos,Sete Lagoas,Minas Gerais
462370,19/10/2020,Entre 62 a 70 anos,Bom Conselho,Pernambuco
463046,24/04/2019,Entre 50 a 61 anos,Holambra,São Paulo
463207,03/04/2020,Entre 62 a 70 anos,Dário Meira,Bahia
464619,14/08/2020,Entre 37 a 49 anos,Guaiúba,Ceará
464984,10/05/2021,Entre 28 a 36 anos,Tijucas do Sul,Paraná
465146,27/04/2021,Mais de 70 anos,Olho d'Água,Paraíba
465150,18/04/2019,Entre 50 a 61 anos,Ibaiti,Paraná
465179,02/02/2019,Entre 37 a 49 anos,Itacaré,Bahia
465305,17/09/2020,Entre 50 a 61 anos,Pinhalão,Paraná
465589,13/09/2019,Entre 50 a 61 anos,Madeiro,Piauí
465734,28/02/2019,Entre 62 a 70 anos,Quatiguá,Paraná
466136,28/04/2020,Entre 62 a 70 anos,Riacho Frio,Piauí
466245,15/02/2019,Entre 10 a 15 anos,Borba,Amazonas
466432,11/01/2021,Entre 37 a 49 anos,São Vicente,São Paulo
467151,07/12/2019,Entre 62 a 70 anos,Joaquim Távora,Paraná
467670,03/02/2021,Mais de 70 anos,Reginópolis,São Paulo
468160,12/12/2020,Entre 22 a 27 anos,Rio Real,Bahia
468602,25/07/2019,Entre 28 a 36 anos,São Roque do Canaã,Espírito Santo
468637,20/01/2021,Mais de 70 anos,Rio Verde,Goiás
469099,28/05/2021,Entre 37 a 49 anos,Jequeri,Minas Gerais
469482,19/03/2021,Entre 37 a 49 anos,Taió,Santa Catarina
469500,16/05/2019,Entre 50 a 61 anos,São Carlos do Ivaí,Paraná
470485,30/03/2021,Entre 62 a 70 anos,Água Boa,Mato Grosso
470974,15/06/2020,Entre 22 a 27 anos,Iaçu,Bahia
471009,01/07/2021,Entre 37 a 49 anos,Pajeú do Piauí,Piauí
471686,17/03/2019,Mais de 70 anos,Luís Correia,Piauí
471762,09/05/2020,Entre 50 a 61 anos,Diamante do Sul,Paraná
472749,29/06/2020,Entre 37 a 49 anos,Ouricuri,Pernambuco
473242,29/10/2019,Entre 50 a 61 anos,Corinto,Minas Gerais
473467,29/01/2021,Entre 22 a 27 anos,Lagoa da Canoa,Alagoas
474275,23/01/2019,Entre 22 a 27 anos,Cruzeiro da Fortaleza,Minas Gerais
474345,20/04/2020,Entre 50 a 61 anos,Canarana,Mato Grosso
474885,28/11/2020,Entre 10 a 15 anos,Governador Luiz Rocha,Maranhão
475025,26/06/2020,Entre 10 a 15 anos,Piquete,São Paulo
475188,15/08/2020,Entre 22 a 27 anos,Prata,Minas Gerais
475489,03/10/2020,Entre 37 a 49 anos,Barra do Quaraí,Rio Grande do Sul
475884,18/12/2019,Entre 50 a 61 anos,Pedro Afonso,Tocantins
476316,13/06/2019,Entre 10 a 15 anos,Conceição do Almeida,Bahia
476332,08/04/2019,Entre 16 a 21 anos,Messias,Alagoas
476675,27/05/2021,Entre 10 a 15 anos,Castilho,São Paulo
477012,22/09/2019,Mais de 70 anos,Itinga do Maranhão,Maranhão
477902,29/06/2019,Entre 16 a 21 anos,Santa Bárbara do Pará,Pará
478621,04/07/2021,Entre 28 a 36 anos,Ceres,Goiás
479125,04/04/2019,Mais de 70 anos,Chalé,Minas Gerais
479644,05/10/2019,Entre 37 a 49 anos,Calçoene,Amapá
479649,04/05/2019,Entre 28 a 36 anos,Tapiraí,São Paulo
481304,10/08/2019,Entre 28 a 36 anos,Mirante,Bahia
481493,06/04/2020,Entre 62 a 70 anos,Paulista,Paraíba
481736,14/02/2019,Mais de 70 anos,Glorinha,Rio Grande do Sul
481865,09/08/2019,Entre 22 a 27 anos,Itapé,Bahia
481977,10/07/2021,Entre 28 a 36 anos,Guaxupé,Minas Gerais
482296,21/07/2021,Entre 62 a 70 anos,Rurópolis,Pará
482341,13/04/2021,Entre 28 a 36 anos,Ronda Alta,Rio Grande do Sul
482860,05/07/2019,Mais de 70 anos,Nazarezinho,Paraíba
483493,17/10/2020,Entre 16 a 21 anos,Santa Inês,Maranhão
483531,29/09/2019,Entre 22 a 27 anos,Carambeí,Paraná
483596,07/09/2019,Entre 62 a 70 anos,Amontada,Ceará
483628,05/01/2021,Entre 50 a 61 anos,Caiçara,Paraíba
483740,23/01/2021,Entre 16 a 21 anos,Brejo Grande,Sergipe
484184,05/04/2021,Mais de 70 anos,Jaguaré,Espírito Santo
484876,06/05/2021,Entre 62 a 70 anos,Rubiácea,São Paulo
485002,04/10/2020,Entre 37 a 49 anos,Pedro Afonso,Tocantins
485130,30/06/2020,Entre 62 a 70 anos,Pão de Açúcar,Alagoas
485202,20/01/2019,Entre 10 a 15 anos,Ribeirão Preto,São Paulo
486777,13/02/2021,Mais de 70 anos,Campos Altos,Minas Gerais
487122,08/01/2020,Entre 10 a 15 anos,Riacho das Almas,Pernambuco
487608,17/01/2020,Mais de 70 anos,Mirassol d'Oeste,Mato Grosso
487760,05/06/2021,Entre 22 a 27 anos,General Carneiro,Paraná
488046,26/04/2019,Entre 16 a 21 anos,Tocantínia,Tocantins
